Loai,So,DungBoi_Linux,JX1_DangDungChoGi,MucDo,CachXuLy,PhamVi
ITEM,"6,1,30534","[satthu] 6,1,30534 = ""Đồ Phổ Đằng Long Bội"" | script\missions\boss\bigboss.lua:105; script\task\tollgate\killer\kill_level.lua:112",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30535","[satthu] 6,1,30535 = ""Đồ Phổ Đằng Long Thượng Giới Chỉ"" | script\missions\boss\bigboss.lua:106; script\task\tollgate\killer\kill_level.lua:113",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30536","[satthu] 6,1,30536 = ""Đồ Phổ Đằng Long Hạ Giới Chỉ"" | script\missions\boss\bigboss.lua:107; script\task\tollgate\killer\kill_level.lua:114",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30538","[satthu+vuotai] 6,1,30538 = ""Đằng Long Thạch - Hạ"" | script\missions\boss\bigboss.lua:108; script\task\tollgate\killer\kill_level.lua:115; script\missions\challengeoftime\chuangguang30.lua:50",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30563","[satthu] 6,1,30563 = ""Trang Sức Tinh Linh"" | script\missions\boss\bigboss.lua:68",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30593","[satthu] 6,1,30593 = ""Trang Sức Chi Quang"" | script\missions\boss\bigboss.lua:69",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,71","[satthu] 6,1,71 = ""Tiên Thảo Lộ"" | script\missions\boss\bigboss.lua:55; script\task\tollgate\killer\mibao_head.lua:11","JX1 cung so = ""Tien Thao Lo Thuong"" - CUNG MOT vat pham, JX1 chi DOI TEN (cung \spr\item\medecine\xiancaolu.spr, cung mo ta 'Noi 1 gio, kinh nghiem tang gap doi'); JX1 them ban 'Trung' o 6,1,70",AN TOAN,Dung nguyen bo 6 tham so,
LADDER,10119,"[satthu] Ladder_NewLadder(10119, GetName(), Uworld1217+1, 1) - script\task\tollgate\killer\kill_level.lua:44; [vuotai] doc de muon ten NPC an - include.lua:334 qua npc.lua:125,230","JX1: KHONG tep .lua nao dung 10119. settings\jx2ladder.txt hien chi co L 10118 va L 10999. JX1 dang dung 10118,10182,10186,10187,10196,10197,10225,10226,10227,10228,10250,10251,10261,10999",AN TOAN,"Giu nguyen. CANH BAO: neu port ke ca script\global\pgaming\xephang\bangxephang.lua thi ban Linux ghi 10119 hai kieu khac nhau (dong 27 ClearLadder dung, dong 80 ghi CAP nhan vat) - loi co san cua ban goc.",LOI
LADDER,10179 / 10180,"[vuotai] LadderId = 10179 (so cap) / 10180 (cao cap) - script\missions\challengeoftime\npc_death.lua:65,67",JX1: khong ai dung,AN TOAN,Giu nguyen,LOI
LADDER,10235,[vuotai] DailyRankLadderId = 10235 - rank_perday.lua:9; ghi o npc_death.lua:88; doc o rank_perday.lua:80,JX1: khong ai dung,AN TOAN,"Giu nguyen. LUU Y engine: LuaLadder_NewLadder chi nhan id KIEU SO va > 10000 (Sources\Core\Src\KJx2SharedStore.cpp:534,538 + JX2LADDER_MIN_ID 10000) - 10235 hop le.",LOI
MAP,175,"[phonglangdo] SetRevPos(175,1) - diem hoi sinh Tay Son thon - fld_head.lua:143",JX1 co map 175; dung o traps (JX1:...\Nhan Dang Son\trap\...toTaySonThon.lua:6),AN TOAN,Giu nguyen,LOI
MISSION,15,"[phonglangdo] MISSIONID = 15 (chu thich goc GBK ghi 'chua chot') - script\missions\fengling_ferry\fld_head.lua:10; dung lam ca MS id: AddMSPlayer(15,1) fld_head.lua:138, GetMSPlayerCount(15,1) fld_head.lua:153","JX1 settings\task\missions.txt dong 15 = \script\missions\mission_trong.lua (O TRONG, chi giu so dong)",AN TOAN,Cap duoc; sua dong 15 cua missions.txt tro sang mission cua Phong Lang Do JX2. LUU Y: ban VN dang chiem mission 4 cho CUNG tinh nang.,LOI
MISSION,22,[vuotai] MISSION_MATCH = 22 - script\missions\challengeoftime\include.lua:6,JX1 settings\task\missions.txt dong 22 = \script\missions\mission_trong.lua (O TRONG),AN TOAN,"Cap duoc. Da bi chiem: 1(bw cu),3(vuot ai VN),4(PLD VN),7,8,9(cong thanh),10,11(bw),12(pubg),24,25,26(WLLS),33(tongwar),37..40,44,45(tong). Ban VN dang chiem mission 3 cho CUNG tinh nang.",LOI
MISSION_TIMER,"28,29","[phonglangdo] StartMissionTimer(MISSIONID, 29, FLD_TIMER_1) / (MISSIONID, 28, FLD_TIMER_2) - script\missions\fengling_ferry\mission.lua:15,16","JX1: cung co che nhan trong khe; PLD ban VN dung timer id 4,5 (lib_phonglangdo.lua:267,274) nhung o mission 4 KHAC",AN TOAN,Giu nguyen,LOI
MISSION_TIMER,"41,42,43","[vuotai] TIMER_MATCH=41 / TIMER_BOARD=42 / TIMER_CLOSE=43 - include.lua:7-9; StartMissionTimer(MISSION_MATCH, TIMER_*, ...) mission_match.lua:12, include.lua:209,220","JX1: timer id la NHAN trong khe, KHONG phai chi so mang (ScriptFuns.cpp:11382 m_cTimerTaskSet.Add() roi SetTimer(interval,id)) => khong dung id cua mission khac. Tran la SO LUONG: MAX_TIMER_PERMISSION = 10 (Sources\Core\Src\KMission.h:23)",AN TOAN,Giu nguyen (3 timer < 10),LOI
MISSION_VALUE,1..33 (VARS_*/VARV_*),[vuotai] include.lua:51-77 - VARV_BATCH_MODEL cao nhat = VARV_LEVEL+2 = 33,JX1 tran MAX_MISSION_VALUE_COUNT = 100 (Sources\Core\Src\KMission.h:122) va MAX_MISSIONARRAY_VALUE_COUNT = 100 (KMissionArray.h:7),AN TOAN,Du cho (33 < 100),LOI
MS ID (mission share),15 (phonglangdo) / 22 (vuotai),"AddMSPlayer/GetMSPlayerCount/DelMSPlayer/Msg2MSAll dung THANG mission id lam MS id - fld_head.lua:138,153; mission_match.lua:66; transfer.lua:30","JX1: MS id trong lib_task.lua chi cap 1..6, 11, 12 (MS_TONGKIM..MS_PUBG, lib_task.lua:282-289); 15 va 22 con trong. Engine khong gioi han tri so (ScriptFuns.cpp:11462 SetMissionId roi FindSame).",AN TOAN,"Cap duoc, nhung PHAI them 15 va 22 vao bang MS_* cua lib_task.lua de dot sau khong cap lai.",LOI
SKILL,541,"[satthu] AddSkillState(541,1,0,54) trong killbossall() - script\task\tollgate\killer\kill_level.lua:82","JX1 settings\skills.txt cot SkillId = 541 -> ""Hoan thanh nhiem vu Sat thu"" (DUNG y nghia); JX1 DANG GOI y het o script\tinhnang\boss_satthu\death.lua:22",AN TOAN,"Giu nguyen. CANH BAO doc bang: JX1 skills.txt lech MOT DONG so voi ban Linux (JX1 dong 541 = SkillId 542 'Tin su lenh o moc'); engine tra bang COT SkillId (g_SkillManager.GetSkill, ScriptFuns.cpp:12813) nen KHONG sai - cam tra theo so dong.",LOI
SKILL,547 / 548,[satthu] skill mien dich boss / x2 exp (theo 01_satthu.md:826),"JX1 skills.txt SkillId 547 = ""Sat thu - Vong tron mien dich"", 548 = ""Vong tron tang doi kinh nghiem"" - CUNG NGHIA",AN TOAN,Giu nguyen,LOI
STAT KEY,baoxiangxiaohao_kaishashoumibao / baoxiangxiaohao_kaichuangguanbaoxiang / richangrenwu_songxincishu / jiefangri_shashouchanchu* (3 khoa),"[satthu] shashou_mibao.lua:23, lib_killlevel.lua:145 (bang tbMaiDian, 3 khoa); [vuotai] item\chuangguanbaoxiang.lua:169; [phonglangdo] activitysys\config\32\talkdailytask.lua:159",JX1: nhu tren - chua co ham AddStatData,AN TOAN / THIEU API,Nhu tren,LOI
STAT KEY,fld_chuan1..3canjiarenshu / fld_chuan1..3siwangrenshu / shuizeilingpai_shiyongshuliang,"[phonglangdo] AddStatData(...) - fld_death.lua:30,32,34; mission.lua:48,50,52; fld_head.lua:291",JX1: HAM AddStatData KHONG duoc dang ky trong Sources (grep toan cay D:\GAMEDEVNEW\Sources = 0 hit); script JX1 van goi no o global\...\songjin_shophead.lua:183 va startgame\tinhnang\tongkim\songjin_shophead.lua:183 => loi Lua tiem an. Ben Linux AddStatData LA HAM ENGINE (chuoi + bang tham chieu tai 0x082E3B78 trong jx_linux_y).,AN TOAN (khong dung so) / THIEU API,"Khoa chuoi khong va cham voi gi ca. Nhung PHAI viet AddStatData (hoac stub) truoc, neu khong 3 tinh nang se sap script tai cac dong nay.",LOI
TASK,1082,"[phonglangdo+satthu+vuotai] TSKID_KILLTASKID,TSK_KILLER_ID | script\task\metempsychosis\task_func.lua:166; script\task\tollgate\killer\kill_level.lua:23; script\task\tollgate\killer\kill_level.lua:35; script\task\tollgate\killer\nieshichen.lua:131 ...+2 cho",(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,1192,[satthu] TSKID_KILLERDATE | script\task\tollgate\killer\nieshichen.lua:223; script\task\tollgate\killer\nieshichen.lua:229,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,1193,[satthu] TSKID_KILLERMAXCOUNT | script\task\tollgate\killer\lib_killlevel.lua:35; script\task\tollgate\killer\lib_killlevel.lua:54; script\task\tollgate\killer\nieshichen.lua:224; script\task\tollgate\killer\nieshichen.lua:228,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,1217,[satthu] (so truc tiep) | script\task\tollgate\killer\kill_level.lua:38; script\task\tollgate\killer\kill_level.lua:41; script\task\tollgate\killer\lib_killlevel.lua:27,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,1505,[vuotai] (so truc tiep) | script\missions\challengeoftime\mission_match.lua:51; script\missions\challengeoftime\mission_match.lua:80,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,1551,[satthu+vuotai] TSK_JOIN_DATE | script\missions\challengeoftime\npc\dragonboat_main.lua:147; script\missions\challengeoftime\npc\dragonboat_main.lua:149; script\vng_feature\challengeoftime\npcNhiepThiTran.lua:63,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,1760,[phonglangdo] jf0904_TSK_version | script\event\jiefang_jieri\200904\taskctrl.lua:27; script\event\jiefang_jieri\200904\taskctrl.lua:28,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1761,[phonglangdo] jf0904_TSK_jiuexp | script\event\jiefang_jieri\200904\taskctrl.lua:30,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1762,[phonglangdo] jf0904_TSK_jiuexplt | script\event\jiefang_jieri\200904\taskctrl.lua:31,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1763,[phonglangdo] jf0904_TSK_jinnangsj | script\event\jiefang_jieri\200904\taskctrl.lua:33,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1764,[phonglangdo] jf0904_TSK_shuizei_GetTask | script\event\jiefang_jieri\200904\shuizei\shuizei.lua:24; script\event\jiefang_jieri\200904\shuizei\shuizei.lua:45; script\event\jiefang_jieri\200904\shuizei\shuizei.lua:54; script\event\jiefang_jieri\200904\shuizei\shuizei.lua:76 ...+1 cho,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1765,[phonglangdo] jf0904_TSK_shuizei_FulfilTaskTime | script\event\jiefang_jieri\200904\shuizei\shuizei.lua:38; script\event\jiefang_jieri\200904\shuizei\shuizei.lua:44; script\event\jiefang_jieri\200904\taskctrl.lua:36; script\event\jiefang_jieri\200904\taskctrl.lua:49,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1830,[phonglangdo+vuotai] JUNGONGPAI_Task_ID | script\battles\battlehead.lua:1307; script\battles\battlehead.lua:1322; script\battles\battlehead.lua:1324,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1937,[phonglangdo] jf0904_TSK_denggao_ndate | script\event\jiefang_jieri\200904\taskctrl.lua:38; script\event\jiefang_jieri\200904\taskctrl.lua:47; script\event\jiefang_jieri\200904\taskctrl.lua:48,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1938,[phonglangdo] jf0904_TSK_denggao_curscore | script\event\jiefang_jieri\200904\taskctrl.lua:39,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1940,[phonglangdo] jf0904_TSK_denggao_totscore | script\event\jiefang_jieri\200904\taskctrl.lua:40,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1941,[phonglangdo] jf0904_TSK_denggao_totexp | script\event\jiefang_jieri\200904\taskctrl.lua:41,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1942,[phonglangdo] jf0904_TSK_denggao_nidx | script\event\jiefang_jieri\200904\taskctrl.lua:42,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1943,[phonglangdo] jf0904_TSK_denggao_gettoptimes | script\event\jiefang_jieri\200904\taskctrl.lua:43,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,1944,[phonglangdo] jf0904_TSK_denggao_getaward | script\event\jiefang_jieri\200904\taskctrl.lua:44,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2307,[phonglangdo+vuotai] TV_LASTDEATHMAPX | script\battles\battlehead.lua:185; script\battles\battlehead.lua:188,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2308,[phonglangdo+vuotai] TV_LASTDEATHMAPY | script\battles\battlehead.lua:185; script\battles\battlehead.lua:189,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2547,[phonglangdo+satthu+vuotai] TSK_ZHUANSHENG_FLAG | script\task\metempsychosis\task_func.lua:185,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2580,[phonglangdo+satthu+vuotai] TSK_ZHUANSHENG_LASTTIME | script\task\metempsychosis\task_func.lua:141,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2636,[satthu+vuotai] tsk_rank_lastdate | script\missions\challengeoftime\npc_death.lua:35; script\missions\challengeoftime\npc_death.lua:40; script\missions\challengeoftime\npc_death.lua:42; script\missions\challengeoftime\rank_perday.lua:54 ...+1 cho,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,2637,[satthu+vuotai] tsk_rank_lastscore | script\missions\challengeoftime\npc_death.lua:36; script\missions\challengeoftime\npc_death.lua:37; script\missions\challengeoftime\npc_death.lua:41; script\missions\challengeoftime\npc_death.lua:43 ...+2 cho,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,2638,[satthu+vuotai] tsk_rank_2thdate | script\missions\challengeoftime\npc_death.lua:40; script\missions\challengeoftime\rank_perday.lua:54,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,2639,[satthu+vuotai] tsk_rank_2thscore | script\missions\challengeoftime\npc_death.lua:41; script\missions\challengeoftime\rank_perday.lua:68; script\missions\challengeoftime\rank_perday.lua:71,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,2641,[satthu] (so truc tiep) | script\vng_feature\challengeoftime\npcNhiepThiTran.lua:66; script\vng_feature\challengeoftime\npcNhiepThiTran.lua:84,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2642,[satthu] (so truc tiep) | script\vng_feature\challengeoftime\npcNhiepThiTran.lua:71; script\vng_feature\challengeoftime\npcNhiepThiTran.lua:87,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2661,"[satthu] BigBoss.TSK_BIGBOSS_REWARD = 2661 - script\missions\boss\bigboss.lua:11; AddTaskDaily o :183,249,254,259,276,291 (ngay | x2 vuot ai | x2 tong kim | x2 exp | da linh thuong)",JX1: khong ai dung lam task id (hit duy nhat la bang boss tin su fengzhiqi va mot NewWorld toa do),AN TOAN,Giu nguyen; khai vao lib_task.lua,LOI
TASK,2698,[phonglangdo+vuotai] TSK_Get2ExpTK | script\battles\battlehead.lua:1167; script\battles\battlehead.lua:694,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2784,[phonglangdo+vuotai] TASKID_RECIEVE_BONUS_TK | script\battles\battlehead.lua:1178; script\battles\battlehead.lua:705,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2807,"[phonglangdo+vuotai] TSK_DAILY_TASK_COMPLETE_COUNT = 2807 - activitysys\config\32\variables.lua:6; dung qua GetTaskDailyCount o config\32\dailytask.lua:44,64",JX1: khong ai dung,AN TOAN,Giu nguyen; khai vao lib_task.lua,HO TRO
TASK,2852,[vuotai] PLAYER_MAP_TASK | script\missions\challengeoftime\chuangguang30.lua:105; script\missions\challengeoftime\chuangguang30.lua:119; script\missions\challengeoftime\chuangguang30.lua:146; script\missions\challengeoftime\npc\transfer.lua:54,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,LOI
TASK,2885,[phonglangdo+satthu+vuotai] (so truc tiep) | script\task\metempsychosis\task_func.lua:148,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2929,[phonglangdo+vuotai] TASKID_ONLINE_TIME_GET_YELLOW_BOX | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:110; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:75; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:88,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2931,[phonglangdo+vuotai] TASKID_ONLINE_TIME | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:74; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:79; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:80; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:97,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2932,[phonglangdo+vuotai] TASKID_START_ONLINE_TIME | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:45; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:52; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:54; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:57,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2933,[phonglangdo+vuotai] TASKID_GET_LAST_DATE | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:63; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:65,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2934,[phonglangdo+vuotai] TASKID_GET_TIMES | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:64,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2935,[phonglangdo+vuotai] TASKID_USE_LAST_DATE | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:67; script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:69,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,2936,[phonglangdo+vuotai] TASKID_GREEN_USE_TIMES | script\misc\vngpromotion\ipbonus\ipbonus_2_head.lua:68,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,3070,"[phonglangdo] PlayerFunLib:CheckTaskDaily(3070, 5, ""nomsg"", ""<"") va :AddTaskDaily(3070, 1) - script\missions\fengling_ferry\fld_head.lua:121,122 (moc Chan Nguyen Don khi dang ky PLD ton phi). Ma hoa: ngay(%y%m%d)*256 + so lan, xem activitysys\playerfunlib.lua:422-434","JX1: khong tep .lua nao goi GetTask/SetTask/TaskDaily voi 3070 (moi hit deu la TOA DO, vd startgame\thanh\thanhdo.lua:70 AddNpcNew(...,3070*32,...))",AN TOAN,Giu nguyen; khai vao script\lib\lib_task.lua,LOI
TASK,3079,"[vuotai] PlayerFunLib:AddTaskDaily(3079,1) / GetTaskDailyCount(3079) - script\missions\challengeoftime\npc\dragonboat_main.lua:166,167",JX1: khong ai dung lam task id,AN TOAN,Giu nguyen; khai vao lib_task.lua,LOI
TASK,4000,[vuotai] (so truc tiep) | script\vng_event\thapnienlenhbai\lenhbai_def.lua:380,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK,4017,[vuotai] TSK_TRANSLIFE_5 | script\task\metempsychosis\translife_5.lua:120; script\task\metempsychosis\translife_5.lua:152; script\task\metempsychosis\translife_5.lua:153; script\task\metempsychosis\translife_5.lua:193 ...+4 cho,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TASK (bit),3071 bit 25 (1 bit),"[vuotai] tbVNG_BitTask_Lib:getBitTask{nTaskID=3071, nStartBit=25, nBitCount=1} - script\missions\challengeoftime\npc\dragonboat_main.lua:30 va script\vng_feature\challengeoftime\npcNhiepThiTran.lua:14","JX1: 3071 khong duoc dung lam task id (moi hit la toa do). Ham nen da co: GetBitTask/SetBitTask dang ky o Sources\Core\Src\ScriptFuns.cpp:14294 (than ham :2077, :2105); script\vng_lib\bittask_lib.lua cua JX1 giong het ban Linux",AN TOAN,Giu nguyen. NHUNG phai ghi ro 'da cap bit 25 cua task 3071' vao lib_task.lua - he bit rat de bi dot sau cap chong bit.,LOI
TASK_TEMP,199,[vuotai] TSKM_ZHUANSHENG_RESISTID | script\task\metempsychosis\translife_6.lua:100,(khong tep .lua nao cua JX1 dung so nay),AN TOAN,Giu nguyen so; nen khai bao vao script\lib\lib_task.lua de dot sau khong cap trung,HO TRO
TRAN TASK,MAX_TASK = 4200,[vuotai] task id cao nhat 3 tinh nang dung = 4018 (vng_event\thapnienlenhbai) / 4017 (TSK_TRANSLIFE_5),"JX1 Sources\Core\Src\KPlayerTask.h:18 MAX_TASK = 4200, MAX_TEMP_TASK = 4200; KPlayerTask.cpp:69,79 chan im lang id >= 4200 (khong sap, chi MAT du lieu). JX1 da cap 4126,4127 (citywar_arena\head.lua:22,23) va 4132..4138 (dot va trung task id 24/08)",AN TOAN,"Con cho. Dai trong lon nhat de cap moi: 4139..4199 (61 o) va cac khoang 110..199 / 252..299 / 400..3999 chua dung. CANH BAO: script\event\storm\function.lua:398 co vong 'for i = 1661, 16710 do SetTask(i,0)' - phan i >= 4200 bi chan im lang (vo hai nhung cho thay nguon goc dinh id cua storm rong hon MAX_TASK).",HO TRO
